"year","id_","AGE","EDUC","SEX","RACETH","RELIG","sex1","race1","relig1","educ1","age1","sex2","race2","relig2","educ2","age2","sex3","race3","relig3","educ3","age3","sex4","race4","relig4","educ4","age4","sex5","race5","relig5","educ5","age5"
"1985","1985.633","32","10-11 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.634","33","12 years","Female","White","Protestant","Male","White","Protestant","13-15 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.635","59","10-11 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.636","84","10-11 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.637","65","10-11 years","Male","White","Catholic","Male","White","Catholic","12 years","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.638","58","Less than 10","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.639","51","12 years","Male","White","Protestant","Male","White",NA,"16 or more",NA,"Male","White",NA,"16 or more",NA,"Male","White",NA,"16 or more",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.640","68","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.641","40","12 years","Female","Black","Catholic","Female","Black","Protestant","13-15 years","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.642","46","13-15 years","Female","White","None","Male","White","None","13-15 years","60","Female","White","None",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.643","24","12 years","Female","White","None","Female","White","Catholic","12 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.644","26","13-15 years","Female","White","Catholic","Female","White","Catholic","10-11 years","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.645","51","12 years","Male","White","Catholic","Male","White","Catholic","12 years","56","Male","White","Catholic","12 years","59","Male","White","Catholic","16 or more","56","Male","White","Catholic","12 years","59","Female","White","Catholic","12 years","50"
"1985","1985.646","55","12 years","Female","White","Catholic","Female","White","Catholic","12 years","57","Male","White","Catholic",NA,"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.647","44","12 years","Female","White","Catholic","Male","White","Protestant","10-11 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.648","34","13-15 years","Female","White","Protestant","Male","White","Protestant","13-15 years","34","Male","White","Protestant","Less than 10","51","Female","White","Protestant","10-11 years","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.649","58","10-11 years","Male","White","Protestant","Female","White","Protestant","10-11 years","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.650","76","Less than 10","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.651","51","10-11 years","Female","Black","Protestant","Female","Black","Protestant","10-11 years","49","Female","Black","Protestant","10-11 years","60","Female","Black","Protestant","12 years","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.652","76","Less than 10","Female","Hispanic","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.653","71","Less than 10","Male","Black","Protestant","Female","Black","Protestant","16 or more","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.654","32","12 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.655","56","Less than 10","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.656","65","12 years","Male","White","Catholic","Female","White","Catholic","12 years","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.657","32","13-15 years","Male","White","Protestant","Male","White","None","16 or more","35","Female","White","Protestant","16 or more","65","Male","White","Protestant","12 years","28","Male","White","Protestant","16 or more","33",NA,NA,NA,NA,NA
"1985","1985.658","40","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.659","43","13-15 years","Male","White","Catholic","Male","White",NA,"10-11 years","55","Male","White","Protestant","16 or more","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.660","34","16 or more","Male","White","Protestant","Male","White","Protestant","10-11 years","30","Female","White",NA,"12 years","55","Male","White","Catholic","13-15 years","43","Female","White","Protestant","12 years","32",NA,NA,NA,NA,NA
"1985","1985.661","66","Less than 10","Female","White","Protestant","Female","White","Catholic","Less than 10","62","Female","White","Catholic","Less than 10","60","Male","White",NA,"Less than 10","67","Male","White",NA,"10-11 years","79","Male","White","Protestant","12 years","34"
"1985","1985.662","73","Less than 10","Male","White","Protestant","Male","White","Protestant","16 or more","45","Female","White","Protestant","Less than 10","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.663","29","16 or more","Female","White","Protestant","Male","White","Catholic","13-15 years","28","Female","White","Other","12 years","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.664","46","16 or more","Female","White","Catholic","Male","Black","None","13-15 years","36","Female","White","Catholic","Less than 10","67","Female","White","Catholic","13-15 years","41","Female","White","Catholic","10-11 years","37",NA,NA,NA,NA,NA
"1985","1985.665","73","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.666","80","Less than 10","Female","White","Protestant","Female","White","Protestant",NA,"55","Male","White","Protestant",NA,"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.667","69","Less than 10","Male","White","Protestant","Male","White","Protestant","12 years","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.668","32","16 or more","Female","White","Catholic","Male","White",NA,"16 or more","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.669","39","12 years","Female","White","Protestant","Male","White","Catholic","16 or more","37","Female","White","Protestant","12 years","39","Female","White","Protestant","10-11 years","16","Female","White","Protestant","10-11 years","16","Female","White","Protestant","Less than 10","14"
"1985","1985.670","41","13-15 years","Female","White","Catholic","Female","White",NA,"13-15 years","40","Female","White",NA,"13-15 years","40","Male","White","Catholic","12 years","42","Female","White","Catholic","10-11 years","18",NA,NA,NA,NA,NA
"1985","1985.671","27","16 or more","Male","White","Protestant","Male","White",NA,"16 or more","35","Female","White","Protestant","16 or more","25","Male","White","None","12 years","27","Male","White","None","16 or more","27","Male","White","None","16 or more","26"
"1985","1985.672","21","10-11 years","Female","Black","Protestant","Female","Black",NA,"12 years","18","Male","Black","Protestant","13-15 years","23","Female","Black",NA,"13-15 years","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.673","30","16 or more","Female","White","Protestant","Male","White","Protestant","13-15 years","25","Female","White","Protestant",NA,"22","Female","White","Protestant","12 years","36","Female","White","Protestant","13-15 years","26","Female","White","Protestant","16 or more","59"
"1985","1985.674","32","13-15 years","Female","Black","Protestant","Female","White","Protestant","10-11 years","42","Female","Black","Protestant","13-15 years","34","Male","Black","Other","13-15 years","45","Female","White",NA,"10-11 years","33",NA,NA,NA,NA,NA
"1985","1985.675","48","12 years","Male","White","Catholic","Female","White","Protestant","12 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.676","32","16 or more","Male","White","Protestant","Male","White",NA,"12 years","30","Male","White",NA,"13-15 years","34","Male","White",NA,"13-15 years","38","Female","White","Catholic","13-15 years","32","Male","Black",NA,"13-15 years","33"
"1985","1985.677","66","Less than 10","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.678","49","Less than 10","Male","White","Protestant","Female","White","Protestant","12 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.679","21","13-15 years","Male","Black","Protestant","Male","Black","Protestant","13-15 years","22","Male","Black","Protestant","12 years","21","Female","Black","Protestant","13-15 years","21","Female","Black","Protestant","12 years","21",NA,NA,NA,NA,NA
"1985","1985.680","26","10-11 years","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.681","30","13-15 years","Female","Black","Other","Female","Black","Other","12 years","32","Female","Black","Protestant","16 or more","82","Female","Black","Protestant","12 years","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.682","62","Less than 10","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.683","20","12 years","Female","White","Protestant","Female","White","Protestant","13-15 years","18","Male","White","Protestant","16 or more","33","Female","White","Protestant","12 years","63","Male","White","Protestant","13-15 years","19","Female","White","Protestant","12 years","30"
"1985","1985.684","31","13-15 years","Male","White","Protestant","Male","White","Protestant","10-11 years","39","Male","White","Catholic","10-11 years","47","Male","White","Protestant","12 years","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.685","27","12 years","Female","White","Protestant","Male","White","Protestant","16 or more","36","Female","White","Protestant","16 or more","27","Female","White","Protestant","12 years","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.686","28","13-15 years","Female","White","Protestant","Male","White","Protestant","12 years","25","Female","White","Protestant","13-15 years","52","Female","White","Protestant","10-11 years","28","Female","White","Protestant","13-15 years","21","Female","White","Protestant","13-15 years","45"
"1985","1985.687","27","12 years","Female","White","Protestant","Male","White","Protestant","13-15 years","52","Female","White","Protestant","12 years","48","Male","White","Protestant","13-15 years","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.688","26","13-15 years","Male","White","Protestant","Male","White","Protestant","12 years","26","Male","White","Protestant","10-11 years","35","Male","White","Protestant","12 years","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.689","34","12 years","Female","White","Protestant","Female","White","Protestant","10-11 years","61","Male","White","Protestant","Less than 10","70","Female","White","Protestant","12 years","36","Male","White","Protestant","13-15 years","34",NA,NA,NA,NA,NA
"1985","1985.690","82","Less than 10","Female","White","Protestant","Male","White","Protestant","16 or more","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.691","81","Less than 10","Female","White","Protestant","Female","White","Protestant","16 or more","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.692","24","12 years","Male","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.693","24","12 years","Male","White","Protestant","Female","White","Protestant","12 years","19","Male","White","Protestant","12 years","47","Female","White","Protestant","12 years","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.694","20","12 years","Female","White","Protestant","Female","White","Protestant","12 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.695","22","Less than 10","Female","White","Protestant","Male","White","Protestant","12 years","31","Male","White","Protestant","13-15 years","24","Male","White","Protestant","10-11 years","34","Female","White","Protestant","Less than 10","54",NA,NA,NA,NA,NA
"1985","1985.696","50","13-15 years","Male","White","Protestant","Male","White","Protestant","10-11 years","45","Male","White","Protestant","10-11 years","40","Female","White","Protestant","12 years","61","Female","White","Protestant","10-11 years","72",NA,NA,NA,NA,NA
"1985","1985.697","59","Less than 10","Male","Black","Protestant","Female","Black","Protestant","12 years","39","Male","Black","Protestant","16 or more","52","Male","Black","Protestant","12 years","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.698","63","Less than 10","Female","Black","Protestant","Female","Black","Protestant","Less than 10","64","Female","Black","Protestant","12 years","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.699","62","Less than 10","Male","Black","Protestant","Male","Black","Protestant","12 years","58","Male","Black","Protestant",NA,"58","Male","Black","Protestant",NA,"60","Male","Black","Protestant","Less than 10","63","Female","Black","Protestant","Less than 10","59"
"1985","1985.700","47","12 years","Female","Black","Protestant","Female","Black","Catholic","12 years","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.701","42","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.702","64","Less than 10","Female","White","Protestant","Female","White","Protestant","10-11 years","43","Female","White","Protestant","Less than 10","58","Female","White","Protestant","Less than 10","49","Female","White","Protestant","Less than 10","61",NA,NA,NA,NA,NA
"1985","1985.703","51","13-15 years","Female","White","Protestant","Male","White","Protestant","13-15 years","49","Male","White","Protestant","10-11 years","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.704","51","Less than 10","Male","White","Protestant","Female","White","Protestant","12 years","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.705","20","12 years","Female","Black","Protestant","Female","Black","Protestant","12 years","42","Male","Black","Protestant","12 years","22","Female","Black","Protestant","12 years","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.706","21","13-15 years","Male","White","Protestant","Male","White","Catholic","13-15 years","21","Male","White","Catholic","13-15 years","20","Female","White","Protestant","16 or more","36","Female","White","Protestant","12 years","56","Female","White","Catholic","13-15 years","21"
"1985","1985.707","27","12 years","Male","White","Protestant","Male","White","Catholic","10-11 years","47","Female","White","Catholic","12 years","24","Female","White","Catholic","10-11 years","43","Female","White","Catholic","10-11 years","47",NA,NA,NA,NA,NA
"1985","1985.708","46","13-15 years","Female","Hispanic","Catholic","Female","White","Protestant","12 years","51","Female","White","Protestant","Less than 10","35","Female","White","Protestant","12 years","42","Male","Hispanic","Catholic","10-11 years","20","Female","Hispanic","Catholic","12 years","24"
